Centre_ID,Centre_Title,Registration_Provider,Person_in_Charge,County,Maximum_Occupancy,Registration_Date,Registration_Conditions,Company_Directors,Chief_Inspector_Note,URL,reports
8166,The Blossoms,Nua Healthcare Services Limited,Stephen Kelly,Dublin,4,06-12-2021,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan dated 07/03/2022. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or younger shall be accommodated at the designated centre at any time,  with the exception of young people completing their final year of second level education.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 4.","Joakim Lambotte,  Shane Kenny,  Alan Rosenbach,  Matthew Patrick,  Peter Moore,  Noel Dunne,  Niall Devereux",,https://www.hiqa.ie/areas-we-work/find-a-centre/blossoms-0,"[""https://www.hiqa.ie/system/files?file=inspectionreports/8166-the-bossoms-26-january-2023.pdf"" ""https://www.hiqa.ie/system/files?file=inspectionreports/8166-the-blossoms-13-april-2022.pdf""]"
8156,The Brambles,Nua Healthcare Services Limited,,Roscommon,6,06-12-2021,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan dated 06/01/2023. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or younger shall be accommodated at the designated centre at any time,  with the exception of young people completing their final year of second level education.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 6.","Joakim Lambotte,  Shane Kenny,  Alan Rosenbach,  Matthew Patrick,  Peter Moore,  Noel Dunne,  Niall Devereux",,https://www.hiqa.ie/areas-we-work/find-a-centre/brambles-0,"[""https://www.hiqa.ie/system/files?file=inspectionreports/8156-the-brambles-23-january-2023.pdf"" ""https://www.hiqa.ie/system/files?file=inspectionreports/8156-the-brambles-11-october-2022.pdf""]"
5789,The Bridge,St John of God Community Services CLG,Helena Malone,Louth,4,26-10-2021,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan dated 15/04/2021. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 4.","Shane Hill,  Kieran Carolan,  Gerard O'Sullivan,  Elma Clancy,  Theresa Ghalaieny,  Peter O'Halloran,  Eimer O'Rourke,  James Hussey,  Charles Watchorn,  Gerard Boyle",,https://www.hiqa.ie/areas-we-work/find-a-centre/bridge,"[""https://www.hiqa.ie/system/files?file=inspectionreports/5789-the-bridge-21-february-2023.pdf"" ""https://www.hiqa.ie/system/files?file=inspectionreports/5789-the-bridge-27-may-2021.pdf""]"
3605,The Bridge Community,Camphill Communities of Ireland,Sandra Quigley,Kildare,16,14-12-2022,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan dated 20/05/2022. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 16.","Anthony Bridgeman,  Paul O'Donoghue,  Patrick Fleming,  Ian Kerr,  Ambrose Kealy,  Maeve Liffey,  Bernard Haslam,  Marie Keane",,https://www.hiqa.ie/areas-we-work/find-a-centre/bridge-community,"[""https://www.hiqa.ie/system/files?file=inspectionreports/3605-the-bridge-community-30-june-2023.pdf"" ""https://www.hiqa.ie/system/files?file=inspectionreports/3605-the-bridge-community-13-july-2022.pdf"" ""https://www.hiqa.ie/system/files?file=inspectionreports/3605-the-bridge-community-15-november-2021.pdf"" ""https://www.hiqa.ie/system/files?file=inspectionreports/3605-the-bridge-community-15-july-2021.pdf"" ""https://www.hiqa.ie/system/files?file=inspectionreports/3605-the-bridge-community-11-february-2021.pdf"" ""https://www.hiqa.ie/system/files?file=inspectionreports/3605-the-bridge-community-07-august-2020_0.pdf""]"
4871,The Brook,Brothers of Charity Services Ireland CLG,Vicky Dinan,Clare,3,23-10-2022,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan dated 17/03/2022. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 3.","Siobhan Allen,  Geraldine Larkin,  Noel Corcoran,  Anne Geraghty,  Evin Cusack,  Joseph Delahunty,  John O'Shea,  John O'Shea,  John Gerard Barry,  Augustine (Alfred) Thomas Hassett,  John Hayes,  Patrick McGinley",,https://www.hiqa.ie/areas-we-work/find-a-centre/brook,"[""https://www.hiqa.ie/system/files?file=inspectionreports/4871-the-brook-18-september-2023.pdf"" ""https://www.hiqa.ie/system/files?file=inspectionreports/4871-the-brook-01-march-2022.pdf"" ""https://www.hiqa.ie/system/files?file=inspectionreports/4871-the-brook-23-june-2021.pdf""]"
8666,The Bungalow,"Saint Patrick's Centre (Kilkenny)/trading as Aurora-Enriching Lives,  Enriching Communities",Jane Dunne,Carlow,3,07-11-2023,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan received on 05/10/2023. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 3.","Gerri (Geraldine) Wilson,  Rory O'Mahony,  Leslie Moynan,  Alex Clark,  Heidi Good,  John O'Dwyer,  Michael Hogan,  Kieron Kennedy,  Bill (William) Murphy,  Marian McDonald",,https://www.hiqa.ie/areas-we-work/find-a-centre/bungalow-1,
7888,The Burrow,Talbot Care Unlimited Company,David Cullivan,Louth,1,09-12-2023,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan dated 20/06/2023. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or younger shall be accommodated at the designated centre at any time,  with the exception of young people completing their final year of second level education.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 1","John O'Halloran,  Laverne McGuinness",,https://www.hiqa.ie/areas-we-work/find-a-centre/burrow,"[""https://www.hiqa.ie/system/files?file=inspectionreports/7888-the-burrow-14-june-2022.pdf"" ""https://www.hiqa.ie/system/files?file=inspectionreports/7888-the-burrow-12-july-2021.pdf""]"
8194,The Chalet,Health Service Executive,Mary Gillen,Westmeath,6,22-03-2022,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan dated 14.01.2022. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is 6.",,,https://www.hiqa.ie/areas-we-work/find-a-centre/chalet,"[""https://www.hiqa.ie/system/files?file=inspectionreports/8194-the-chalet-13-september-2022.pdf""]"
3282,The Children's Sunshine Home (operating as LauraLynn Children's Hospice),The Children's Sunshine Home,Anne Marie Carroll,Dublin,11,07-01-2022,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan dated 21/06/2023. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Persons aged 18 years or younger shall not be accommodated in the same building at the same time as persons aged 18 years or older.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 11.","Angie Kinane,  Tony McPoland,  Sandra O'Malley,  Patricia Lawler,  Kevin Keating,  Kevin Murphy,  Paul Kerrigan,  Deirdre O'Connor,  Regina McQuillan,  Jacinta Quigley,  Fiona McElligott",,https://www.hiqa.ie/areas-we-work/find-a-centre/childrens-sunshine-home-operating-lauralynn-childrens-hospice,"[""https://www.hiqa.ie/system/files?file=inspectionreports/3282-the-childrens-sunshine-home-operating-as-lauralynn-childrens-hospice-03-may-2023.pdf"" ""https://www.hiqa.ie/system/files?file=inspectionreports/3282-the-childrens-sunshine-home-24-january-2022.pdf"" ""https://www.hiqa.ie/system/files?file=inspectionreports/3282-the-childrens-sunshine-home-operating-as-lauralynn-childrens-hospice-16-december-2020.pdf""]"
7995,The Coach House,Talbot Care Unlimited Company,Graham Gillespie,Louth,6,11-05-2021,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan dated 19/10/2022. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is 6.","John O'Halloran,  Neil Marvell,  Helen Murphy,  Laverne McGuinness",,https://www.hiqa.ie/areas-we-work/find-a-centre/coach-house,"[""https://www.hiqa.ie/system/files?file=inspectionreports/7995-the-coach-house-25-january-2023.pdf"" ""https://www.hiqa.ie/system/files?file=inspectionreports/7995-the-coach-house-08-february-2022.pdf""]"
8538,The Coach House,Embrace Community Services Ltd,Frances Tighe,Dublin,4,08-06-2023,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan dated 19/04/2023. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 4.","James Magrane,  Heather Laffin,  David Guilmartin,  Johnny Meehan",,https://www.hiqa.ie/areas-we-work/find-a-centre/coach-house-0,
1816,The Comhar Centre,St Joseph's Foundation,,Cork,7,15-01-2021,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan dated 12/09/2022. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 7.","Marie Ford,  Niamh O'Mara,  Kevin Whooley,  Thomas Galvin,  Michael Collins,  Andrea Murphy,  Mary Sheelagh Quealey,  Kate (Catherine) Colbert,  Maurice Riordan",,https://www.hiqa.ie/areas-we-work/find-a-centre/comhar-centre,"[""https://www.hiqa.ie/system/files?file=inspectionreports/1816-the-comhar-centre-29-june-2023.pdf"" ""https://www.hiqa.ie/system/files?file=inspectionreports/1816-the-comhar-centre-07-september-2022.pdf"" ""https://www.hiqa.ie/system/files?file=inspectionreports/1816-the-comhar-centre-27-april-2021.pdf""]"
8091,The Cottage,Embrace Community Services Ltd,Aoine O'Donoghue,Meath,3,25-08-2021,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan dated 19/7/2021. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or younger shall be accommodated at the designated centre at any time,  with the exception of young people completing their final year of second level education.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 3.","James Magrane,  Heather Laffin,  David Guilmartin",,https://www.hiqa.ie/areas-we-work/find-a-centre/cottage,
7915,The Court - Kingsriver,Kingsriver Community Holdings Company Limited by Guarantee,Thomas O'Neill,Kilkenny,4,01-02-2021,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan dated 07/11/2022. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 4.Condition 4.Notwithstanding the requirements placed on the registered provider to comply with the Health Act 2007 (Care and support of residents in designated centres for persons (children and adults) with disabilities) regulations 2013,  the registered provider shall take all necessary action to comply with • Regulation 8• Regulation 15• Regulation 23
To the satisfaction of the office of the Chief Inspector no later than 31/12/2022.","Elizabeth O'Neill,  Maria Dollard,  John Knox,  Kevin Collins,  Joseph Whyte",,https://www.hiqa.ie/areas-we-work/find-a-centre/court-kingsriver,"[""https://www.hiqa.ie/system/files?file=inspectionreports/7915-the-court-kingsriver-27-july-2023.pdf"" ""https://www.hiqa.ie/system/files?file=inspectionreports/7915-the-court-kingsriver-11-october-2022.pdf"" ""https://www.hiqa.ie/system/files?file=inspectionreports/7915-the-court-kingsriver-21-april-2022.pdf"" ""https://www.hiqa.ie/system/files?file=inspectionreports/7915-the-court-kingsriver-25-january-2022.pdf"" ""https://www.hiqa.ie/system/files?file=inspectionreports/7915-the-court-kingsriver-07-december-2021.pdf""]"
4877,The Elms,Brothers of Charity Services Ireland CLG,Josephine McInerney,Clare,4,18-01-2022,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan dated 02/05/2023. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 4.Condition 4The provider shall address the regulatory non compliances as outlined in the compliance plan dated 06 September 2021 to the satisfaction of the Office of the Chief Inspector no later than 30 September 2023.","Siobhan Allen,  Geraldine Larkin,  Noel Corcoran,  Anne Geraghty,  Evin Cusack,  Joseph Delahunty,  John O'Shea,  John O'Shea,  John Gerard Barry,  Augustine (Alfred) Thomas Hassett,  John Hayes,  Patrick McGinley",,https://www.hiqa.ie/areas-we-work/find-a-centre/elms,"[""https://www.hiqa.ie/system/files?file=inspectionreports/4877-the-elms-10-may-2023.pdf"" ""https://www.hiqa.ie/system/files?file=inspectionreports/4877-the-elms-12-april-2022.pdf"" ""https://www.hiqa.ie/system/files?file=inspectionreports/4877-the-elms-10-august-2021.pdf"" ""https://www.hiqa.ie/system/files?file=inspectionreports/4877-the-elms-22-july-2020.pdf""]"
3389,The Fairways,Nua Healthcare Services Limited,Christopher Hubbard,Offaly,8,18-09-2021,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan dated 18/05/2023. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 8.","Joakim Lambotte,  Shane Kenny,  Alan Rosenbach,  Matthew Patrick,  Peter Moore,  Noel Dunne,  Niall Devereux",,https://www.hiqa.ie/areas-we-work/find-a-centre/fairways,"[""https://www.hiqa.ie/system/files?file=inspectionreports/3389-the-fairways-13-february-2023.pdf"" ""https://www.hiqa.ie/system/files?file=inspectionreports/3389-the-fairways-26-september-2022.pdf"" ""https://www.hiqa.ie/system/files?file=inspectionreports/3389-the-fairways-05-may-2022.pdf"" ""https://www.hiqa.ie/system/files?file=inspectionreports/3389-the-fairways-09-december-2021.pdf"" ""https://www.hiqa.ie/system/files?file=inspectionreports/3389-the-fairways-02-july-2021.pdf""]"
2989,The Ferns,St John of God Community Services CLG,Sara Blackmore,Louth,10,29-08-2022,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan dated 20/04/2022. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 10.","Shane Hill,  Kieran Carolan,  Gerard O'Sullivan,  Elma Clancy,  Theresa Ghalaieny,  Peter O'Halloran,  Eimer O'Rourke,  James Hussey,  Charles Watchorn,  Gerard Boyle",,https://www.hiqa.ie/areas-we-work/find-a-centre/ferns,"[""https://www.hiqa.ie/system/files?file=inspectionreports/2989-the-ferns-01-april-2022.pdf"" ""https://www.hiqa.ie/system/files?file=inspectionreports/2989-the-ferns-08-september-2021.pdf""]"
7771,The Gables,Nua Healthcare Services Limited,Karol Cullen,Meath,4,26-02-2023,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan dated 27/07/2022. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or younger shall be accommodated at the designated centre at any time,  with the exception of young people completing their final year of second level education.Condition 3The maximum number of persons that may be accommodated at the designated centre is 4.","Joakim Lambotte,  Shane Kenny,  Alan Rosenbach,  Matthew Patrick,  Peter Moore,  Noel Dunne,  Niall Devereux",,https://www.hiqa.ie/areas-we-work/find-a-centre/gables-0,"[""https://www.hiqa.ie/system/files?file=inspectionreports/7771-the-gables-06-september-2022.pdf"" ""https://www.hiqa.ie/system/files?file=inspectionreports/7771-the-gables-15-december-2021.pdf""]"
5289,The Gables,St John of God Community Services CLG,Lisa Mooney,Louth,4,15-11-2021,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan dated 19/08/2015. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 4","Shane Hill,  Kieran Carolan,  Gerard O'Sullivan,  Elma Clancy,  Theresa Ghalaieny,  Peter O'Halloran,  Eimer O'Rourke,  James Hussey,  Charles Watchorn,  Gerard Boyle",,https://www.hiqa.ie/areas-we-work/find-a-centre/gables,"[""https://www.hiqa.ie/system/files?file=inspectionreports/5289-the-gables-08-february-2023.pdf"" ""https://www.hiqa.ie/system/files?file=inspectionreports/5289-the-gables-30-june-2021.pdf""]"
5398,The Glade,Nua Healthcare Services Limited,Sarah (Michelle) Nyamadzawo(Bahlangene),Louth,6,17-01-2023,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan dated 30/6/2022. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 6.","Joakim Lambotte,  Shane Kenny,  Alan Rosenbach,  Matthew Patrick,  Peter Moore,  Noel Dunne,  Niall Devereux",,https://www.hiqa.ie/areas-we-work/find-a-centre/glade,"[""https://www.hiqa.ie/system/files?file=inspectionreports/5398-the-glade-02-august-2022.pdf"" ""https://www.hiqa.ie/system/files?file=inspectionreports/5398-the-glade-09-march-2021.pdf""]"
4880,The Glens,Brothers of Charity Services Ireland CLG,Laura Noonan,Clare,9,01-10-2021,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan dated 27/04/2021. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 9.","Siobhan Allen,  Geraldine Larkin,  Noel Corcoran,  Anne Geraghty,  Evin Cusack,  Joseph Delahunty,  John O'Shea,  John O'Shea,  John Gerard Barry,  Augustine (Alfred) Thomas Hassett,  John Hayes,  Patrick McGinley",,https://www.hiqa.ie/areas-we-work/find-a-centre/glens,"[""https://www.hiqa.ie/system/files?file=inspectionreports/4880-the-glens-26-july-2022.pdf"" ""https://www.hiqa.ie/system/files?file=inspectionreports/4880-the-glens-21-april-2021.pdf""]"
1524,The Grange,Peter Bradley Foundation CLG,Shane Clancy,Dublin,4,29-06-2021,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan dated 18/12/2020. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is 4.","Tina Leonard,  Clair Cullinan,  Robert McCarthy,  Michael O'Mahony,  Hugh O'Connor,  Andy Heffernan,  Colm Eustace,  Ann Coyle,  Niamh Cahill",,https://www.hiqa.ie/areas-we-work/find-a-centre/grange,"[""https://www.hiqa.ie/system/files?file=inspectionreports/1524-the-grange-26-july-2023.pdf"" ""https://www.hiqa.ie/system/files?file=inspectionreports/1524-the-grange-07-september-2022.pdf"" ""https://www.hiqa.ie/system/files?file=inspectionreports/1524-the-grange-14-january-2021.pdf""]"
4889,The Grove,Brothers of Charity Services Ireland CLG,Nicole Moloney,Clare,4,21-12-2021,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan dated 14/06/2021. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 4.","Siobhan Allen,  Geraldine Larkin,  Noel Corcoran,  Anne Geraghty,  Evin Cusack,  Joseph Delahunty,  John O'Shea,  John O'Shea,  John Gerard Barry,  Augustine (Alfred) Thomas Hassett,  John Hayes,  Patrick McGinley",,https://www.hiqa.ie/areas-we-work/find-a-centre/grove,"[""https://www.hiqa.ie/system/files?file=inspectionreports/4889-the-grove-02-november-2022.pdf"" ""https://www.hiqa.ie/system/files?file=inspectionreports/4889-the-grove-16-june-2021.pdf""]"
4911,The Grove,Health Service Executive,Linda Campbell,Mayo,1,18-06-2021,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan dated 12/01/2023. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is 1.",,,https://www.hiqa.ie/areas-we-work/find-a-centre/grove-1,"[""https://www.hiqa.ie/system/files?file=inspectionreports/4911-the-grove-28-january-2021.pdf""]"
8282,The Hamlet Children's Respite,Talbot Care Unlimited Company,Kim Dennis,Dublin,5,19-07-2022,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan dated 02/06/2022. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or younger shall be accommodated at the designated centre at any time,  with the exception of young people completing their final year of second level education.Condition 3The maximum number of persons that may be accommodated at the designated centre is 5.","John O'Halloran,  Laverne McGuinness",,https://www.hiqa.ie/areas-we-work/find-a-centre/hamlet-childrens-respite,"[""https://www.hiqa.ie/system/files?file=inspectionreports/8282-the-tree-house-02-february-2023.pdf""]"
5236,The Haven,Nua Healthcare Services Limited,,Kildare,5,03-07-2021,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan dated 08/01/2021. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is 5.","Joakim Lambotte,  Shane Kenny,  Alan Rosenbach,  Matthew Patrick,  Peter Moore,  Noel Dunne,  Niall Devereux",,https://www.hiqa.ie/areas-we-work/find-a-centre/haven,"[""https://www.hiqa.ie/system/files?file=inspectionreports/5236-the-haven-28-june-2023.pdf"" ""https://www.hiqa.ie/system/files?file=inspectionreports/5236-the-haven-25-november-2022.pdf"" ""https://www.hiqa.ie/system/files?file=inspectionreports/5236-the-haven-07-march-2022.pdf"" ""https://www.hiqa.ie/system/files?file=inspectionreports/5236-the-haven-04-march-2021.pdf""]"
